record_type,record_id,collected_at,observed_at,forecast_hours,name,commune,district,province,latitude,longitude,rainfall_mm,risk_level,flash_flood_risk,color,source
landslide_warning,nchmf-30020862-10700,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Phường Minh Xuân,P. Minh Xuân,TP.Tuyên Quang,Tuyên Quang,21.826,105.217,74.8,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020863-10701,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Phường Nông Tiến,P. Nông Tiến,TP.Tuyên Quang,Tuyên Quang,21.828,105.236,53.06,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020858-3816,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Thị trấn Yên Bình,Quang Bình,Quang Bình,Tuyên Quang,22.401,104.584,80.0,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020850-3697,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Thị trấn Yên Phú,Giáp Trung,Bắc Mê,Tuyên Quang,22.761,105.343,50.8,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020850-3697,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Thị trấn Yên Phú,Bắc Mê,Bắc Mê,Tuyên Quang,22.761,105.343,50.8,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020859-3804,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Bản Rịa,Yên Thành,Quang Bình,Tuyên Quang,22.449,104.484,56.0,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020857-3794,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Đông Hà,Lùng Tám,Quản Bạ,Tuyên Quang,23.027,105.042,72.8,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020857-3794,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Đông Hà,Quản Bạ,Quản Bạ,Tuyên Quang,23.027,105.042,72.8,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020857-3794,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Đông Hà,Cán Tỷ,Quản Bạ,Tuyên Quang,23.027,105.042,72.8,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020851-3687,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Giáp Trung,Giáp Trung,Bắc Mê,Tuyên Quang,22.805,105.298,94.6,Cao,Cao,,NCHMF
landslide_warning,nchmf-30020851-3687,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Giáp Trung,Bắc Mê,Bắc Mê,Tuyên Quang,22.805,105.298,94.6,Cao,Cao,,NCHMF
landslide_warning,nchmf-30020855-10651,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Hồng Thái,Yên Hoa,Na Hang,Tuyên Quang,22.534,105.573,52.6,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020855-10651,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Hồng Thái,Hồng Thái,Na Hang,Tuyên Quang,22.534,105.573,52.6,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020852-3688,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Lạc Nông,Bắc Mê,Bắc Mê,Tuyên Quang,22.744,105.254,81.8,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020864-3825,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Linh Hồ,Linh Hồ,Vị Xuyên,Tuyên Quang,22.699,105.081,62.6,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020853-3690,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Minh Sơn,Minh Sơn,Bắc Mê,Tuyên Quang,22.848,105.208,57.6,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020867-10719,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Mỹ Bằng,P. Mỹ Lâm,Yên Sơn,Tuyên Quang,21.765,105.085,54.6,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020866-3873,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Ngọc Long,Ngọc Long,Yên Minh,Tuyên Quang,22.991,105.325,64.6,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020866-3873,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Ngọc Long,Mậu Duệ,Yên Minh,Tuyên Quang,22.991,105.325,64.6,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020856-10656,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Sơn Phú,Hồng Thái,Na Hang,Tuyên Quang,22.379,105.475,86.4,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020860-3809,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Tân Nam,Tiên Nguyên,Quang Bình,Tuyên Quang,22.492,104.595,58.0,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020860-3809,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Tân Nam,Quang Bình,Quang Bình,Tuyên Quang,22.492,104.595,58.0,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020865-3834,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Thanh Đức,Thanh Thủy,Vị Xuyên,Tuyên Quang,22.891,104.791,54.8,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020865-3834,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Thanh Đức,Lao Chải,Vị Xuyên,Tuyên Quang,22.891,104.791,54.8,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020861-3811,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Tiên Nguyên,Hồ Thầu,Quang Bình,Tuyên Quang,22.501,104.685,70.8,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020861-3811,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Tiên Nguyên,Tiên Nguyên,Quang Bình,Tuyên Quang,22.501,104.685,70.8,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020868-10734,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Trung Môn,P. Minh Xuân,Yên Sơn,Tuyên Quang,21.829,105.17,53.8,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020868-10734,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Trung Môn,Yên Sơn,Yên Sơn,Tuyên Quang,21.829,105.17,53.8,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020854-10622,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Yên Nguyên,Yên Nguyên,Chiêm Hóa,Tuyên Quang,22.054,105.182,57.6,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020888-9612,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Thị trấn Đu,Phú Lương,Phú Lương,Thái Nguyên,21.732,105.705,92.4,Cao,Cao,,NCHMF
landslide_warning,nchmf-30020882-9560,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Thị trấn Hóa Thượng,Đồng Hỷ,Đồng Hỷ,Thái Nguyên,21.649,105.824,75.2,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020880-9525,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Thị trấn Quân Chu,Quân Chu,Đại Từ,Thái Nguyên,21.471,105.682,52.0,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020883-9566,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Thị trấn Sông Cầu,Quang Sơn,Đồng Hỷ,Thái Nguyên,21.678,105.868,72.4,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020883-9566,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Thị trấn Sông Cầu,Đồng Hỷ,Đồng Hỷ,Thái Nguyên,21.678,105.868,72.4,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020883-9566,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Thị trấn Sông Cầu,Văn Hán,Đồng Hỷ,Thái Nguyên,21.678,105.868,72.4,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020886-558,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Thị trấn Vân Tùng,Ngân Sơn,Ngân Sơn,Thái Nguyên,22.434,105.991,85.6,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020875-488,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Bản Thi,Yên Thịnh,Chợ Đồn,Thái Nguyên,22.251,105.51,60.6,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020869-472,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Bành Trạch,Phúc Lộc,Ba Bể,Thái Nguyên,22.484,105.786,82.4,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020887-563,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Cao Tân,Cao Minh,Pác Nặm,Thái Nguyên,22.517,105.639,63.8,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020881-9507,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Cù Vân,Vô Tranh,Đại Từ,Thái Nguyên,21.636,105.728,60.4,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020881-9507,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Cù Vân,An Khánh,Đại Từ,Thái Nguyên,21.636,105.728,60.4,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020876-494,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Đồng Lạc,Quảng Bạch,Chợ Đồn,Thái Nguyên,22.312,105.585,97.4,Cao,Cao,,NCHMF
landslide_warning,nchmf-30020876-494,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Đồng Lạc,Nam Cường,Chợ Đồn,Thái Nguyên,22.312,105.585,97.4,Cao,Cao,,NCHMF
landslide_warning,nchmf-30020873-458,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Dương Phong,Bạch Thông,Bạch Thông,Thái Nguyên,22.122,105.705,54.2,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020884-9561,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Hóa Trung,Đồng Hỷ,Đồng Hỷ,Thái Nguyên,21.673,105.843,60.03,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020870-481,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Khang Ninh,Ba Bể,Ba Bể,Thái Nguyên,22.428,105.656,63.2,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020877-496,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Lương Bằng,Nghĩa Tá,Chợ Đồn,Thái Nguyên,22.097,105.502,50.4,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020871-482,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Mỹ Phương,Thượng Minh,Ba Bể,Thái Nguyên,22.324,105.832,102.1,Cao,Cao,,NCHMF
landslide_warning,nchmf-30020878-497,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Nam Cường,Nam Cường,Chợ Đồn,Thái Nguyên,22.359,105.612,94.6,Cao,Cao,,NCHMF
landslide_warning,nchmf-30020889-9616,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Phấn Mễ,Phú Lạc,Phú Lương,Thái Nguyên,21.693,105.707,50.2,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020889-9616,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Phấn Mễ,Phú Lương,Phú Lương,Thái Nguyên,21.693,105.707,50.2,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020890-9650,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Phúc Trìu,Đại Phúc,TP.Thái Nguyên,Thái Nguyên,21.559,105.743,81.5,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020885-9571,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Văn Lăng,Văn Lăng,Đồng Hỷ,Thái Nguyên,21.795,105.826,51.2,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020874-471,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Vũ Muộn,Vĩnh Thông,Bạch Thông,Thái Nguyên,22.251,105.958,52.6,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020879-505,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Xuân Lạc,Nam Cường,Chợ Đồn,Thái Nguyên,22.354,105.543,59.8,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020872-487,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Yến Dương,Thượng Minh,Ba Bể,Thái Nguyên,22.384,105.774,50.0,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020893-1806,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Đàm Thuỷ,Đàm Thủy,Trùng Khánh,Cao Bằng,22.85,106.699,56.4,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020892-1714,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Nguyễn Huệ,Nguyễn Huệ,Hoà An,Cao Bằng,22.682,106.334,72.8,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020891-1652,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Vĩnh Quang,Lý Bôn,Bảo Lâm,Cao Bằng,22.888,105.595,54.4,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020904-394,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Phường Bích Động,P. Vân Hà,TX.Việt Yên,Bắc Ninh,21.276,106.101,75.0,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020904-394,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Phường Bích Động,P. Tự Lạn,TX.Việt Yên,Bắc Ninh,21.276,106.101,75.0,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020904-394,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Phường Bích Động,P. Việt Yên,TX.Việt Yên,Bắc Ninh,21.276,106.101,75.0,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020894-11380,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Trường bắn Quốc gia Khu vực 1,Biên Sơn,Lục Ngạn,Bắc Ninh,21.469,106.778,76.415,,Trung bình,,NCHMF
landslide_warning,nchmf-30020895-315,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Biển Động,Biển Động,Lục Ngạn,Bắc Ninh,21.389,106.756,111.806,Cao,Cao,,NCHMF
landslide_warning,nchmf-30020896-320,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Đồng Cốc,Lục Ngạn,Lục Ngạn,Bắc Ninh,21.363,106.694,102.759,Cao,Cao,,NCHMF
landslide_warning,nchmf-30020897-327,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Kim Sơn,Biển Động,Lục Ngạn,Bắc Ninh,21.416,106.746,123.284,Cao,Cao,,NCHMF
landslide_warning,nchmf-30020897-327,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Kim Sơn,Biên Sơn,Lục Ngạn,Bắc Ninh,21.416,106.746,123.284,Cao,Cao,,NCHMF
landslide_warning,nchmf-30020898-331,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Phì Điền,Lục Ngạn,Lục Ngạn,Bắc Ninh,21.397,106.685,139.577,Cao,Cao,,NCHMF
landslide_warning,nchmf-30020899-332,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Phong Minh,Sa Lý,Lục Ngạn,Bắc Ninh,21.542,106.721,90.538,Cao,Cao,,NCHMF
landslide_warning,nchmf-30020900-333,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Phong Vân,Biên Sơn,Lục Ngạn,Bắc Ninh,21.523,106.662,57.18,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020901-334,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Phú Nhuận,Biển Động,Lục Ngạn,Bắc Ninh,21.344,106.728,85.477,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020902-338,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Tân Hoa,Lục Ngạn,Lục Ngạn,Bắc Ninh,21.395,106.713,,Cao,Cao,,NCHMF
landslide_warning,nchmf-30020903-392,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Việt Lập,Tân Yên,Tân Yên,Bắc Ninh,21.354,106.147,77.6,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020905-5529,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Ia Tơi,Ia Tơi,Ia H' Drai,Quảng Ngãi,14.03,107.525,64.89,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020907-2692,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Ia Grăng,Ia Grai,Ia Grai,Gia Lai,14.009,107.734,53.69,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020906-2662,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Ia Nan,Ia Nan,Đức Cơ,Gia Lai,13.726,107.576,65.64,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020908-1099,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Vĩnh Hảo,Vĩnh Thạnh,Vĩnh Thạnh,Gia Lai,14.187,108.718,70.1,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020910-1972,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Buôn Tría,Đắk Liêng,Lắk,Đắk Lắk,12.386,108.117,80.07,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020911-1973,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Đắk Liêng,Đắk Liêng,Lắk,Đắk Lắk,12.413,108.144,58.012,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020909-1918,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Ea Bông,Ea Na,Krông A Na,Đắk Lắk,12.532,108.067,51.16,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020912-1977,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Krông Nô,Krông Nô,Lắk,Đắk Lắk,12.237,108.209,50.59,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020913-7675,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Xuân Cảnh,Xuân Cảnh,TX.Sông Cầu,Đắk Lắk,13.554,109.254,54.2,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020916-6028,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Thị trấn Di Linh,Di Linh,Di Linh,Lâm Đồng,11.589,108.069,76.0,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020917-6027,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Bảo Thuận,Bảo Thuận,Di Linh,Lâm Đồng,11.447,108.14,58.94,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020915-6021,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Đạ M' Rong,Đam Rông 4,Đam Rông,Lâm Đồng,12.117,108.241,82.05,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020915-6021,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Đạ M' Rong,Đam Rông 3,Đam Rông,Lâm Đồng,12.117,108.241,82.05,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020918-1375,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Mương Mán,Hàm Kiệm,Hàm Thuận Nam,Lâm Đồng,10.97,107.994,85.7,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020914-2048,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Quảng Hoà,Quảng Sơn,Đăk Glong,Lâm Đồng,12.163,108.054,78.11,Trung bình,Trung bình,,NCHMF
landslide_warning,nchmf-30020914-2048,2026-07-23T15:44:45+07:00,2026-07-23T15:00:00+07:00,6,Xã Quảng Hoà,Quảng Hòa,Đăk Glong,Lâm Đồng,12.163,108.054,78.11,Trung bình,Trung bình,,NCHMF
